fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
605233,1,2021-01-04T20:00:00+00:00,,0,0,1,1,4,2,3,7,10,9,3,0,4,8,6,1,11,17,9,7,2,6,71%,29%,2,2,0,0,1,3,558,213,480,143,86%,67%,1.99,3.27,4.15,Cadiz,724,Valencia,532
605084,0,2021-01-06T20:00:00+00:00,,1,2,2,3,3,9,4,4,8,13,1,0,6,9,2,4,10,6,3,4,0,4,42%,58%,2,1,0,0,6,2,466,643,396,574,85%,89%,5.25,4.25,1.63,Barcelona,529,Athletic Club,531
605236,0,2021-01-08T20:00:00+00:00,,0,4,0,4,3,6,2,5,8,15,3,4,4,11,4,4,15,18,3,4,0,0,56%,44%,1,0,0,0,2,3,598,461,527,388,88%,84%,3.25,3.35,2.31,Villarreal,533,Celta Vigo,538
605242,2,2021-01-09T13:00:00+00:00,,2,2,3,2,7,4,3,2,12,10,2,4,10,8,2,2,8,18,2,9,1,0,60%,40%,0,3,0,0,2,4,535,338,439,260,82%,77%,2.24,3.21,3.78,Real Sociedad,548,Sevilla,536
605238,0,2021-01-09T17:30:00+00:00,,0,3,0,4,4,4,2,5,8,13,2,4,4,9,4,4,16,3,4,1,2,2,27%,73%,2,3,1,0,0,4,301,811,238,743,79%,92%,7,5.5,1.36,Barcelona,529,Granada CF,715
605241,1,2021-01-09T20:00:00+00:00,,0,0,0,0,2,1,4,4,8,9,2,4,6,7,2,2,9,3,2,4,1,3,29%,71%,0,0,0,0,1,2,329,771,239,688,73%,89%,6.5,4.5,1.48,Real Madrid,541,Osasuna,727
605240,2,2021-01-10T13:00:00+00:00,,0,0,2,1,2,4,1,8,4,17,1,5,2,13,2,4,12,8,4,9,4,1,53%,47%,2,0,0,0,3,0,403,344,288,242,71%,70%,2.3,3.35,3.15,Eibar,545,Levante,539
605237,2,2021-01-10T15:15:00+00:00,,1,1,3,1,7,2,3,3,10,5,0,0,8,2,2,3,17,10,4,1,3,4,39%,61%,1,4,0,1,1,4,284,452,184,349,65%,77%,2.7,2.9,3,Alaves,542,Cadiz,724
605243,0,2021-01-10T20:00:00+00:00,,0,0,0,1,4,6,5,6,11,17,2,5,7,10,4,7,14,15,0,4,3,4,42%,58%,2,3,0,0,5,4,365,499,273,387,75%,78%,2.6,3.15,2.95,Valencia,532,Valladolid,720
605244,0,2021-01-11T18:00:00+00:00,,1,1,1,3,4,7,2,2,7,14,1,5,5,11,2,3,14,16,1,7,1,1,46%,54%,4,2,1,0,4,3,425,499,350,421,82%,84%,4.2,2.85,2.28,Getafe,546,Elche,797
605239,0,2021-01-11T20:00:00+00:00,,0,0,0,2,3,5,6,6,10,15,1,4,8,9,2,6,12,13,3,6,5,0,48%,52%,2,2,0,1,3,3,419,444,333,356,79%,80%,2.75,3.1,2.6,Real Betis,543,Huesca,726
605099,2,2021-01-12T18:00:00+00:00,,2,0,2,0,2,3,2,6,9,15,5,6,6,5,3,10,16,17,4,4,3,1,40%,60%,1,4,0,0,3,1,276,404,160,299,58%,74%,2.3,3.05,3.65,Osasuna,727,Granada CF,715
605074,2,2021-01-12T20:30:00+00:00,,1,0,2,0,4,2,0,7,5,13,1,4,4,9,1,4,14,11,3,12,3,0,33%,67%,2,0,0,0,2,2,324,615,263,556,81%,90%,2.04,3.15,4.25,Sevilla,536,Atletico Madrid,530
605250,,2021-01-19T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,3.05,2.65,Levante,539,Cadiz,724
605253,,2021-01-19T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.25,4.25,Elche,797,Valladolid,720
605245,,2021-01-19T20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,3.65,1.79,Sevilla,536,Alaves,542
605249,,2021-01-20T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,3.25,4.75,Huesca,726,Getafe,546
605247,,2021-01-20T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,3.65,3.35,Celta Vigo,538,Real Betis,543
605254,,2021-01-20T20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,3.85,7.5,Granada CF,715,Villarreal,533
605252,,2021-01-21T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.25,3.25,Osasuna,727,Valencia,532
605248,,2021-01-21T20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,3.2,1.65,Atletico Madrid,530,Eibar,545
